"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"448895","Milan Institute-Clovis","CA","1","3","220","711","0.644470868","0.6256","8971.0","8945.0","3116","488"
"449074","Pima Medical Institute-Renton","WA","2","2","1494","6319","0.691413573","0.6491","8312.0","9500.0","12235","889"
"448479","ITT Technical Institute-Swartz Creek","MI","3","1","974","5336","0.370388079","0.8537","12667.0","11834.0","71736","402"
"448619","Stone Academy-East Hartford","CT","1","3","217","1052","0.459546926","0.6699","11441.0","10067.0","990","312"
"448664","Miller-Motte Technical College-Madison","TN","2","2","730","2889","0.381311228","0.8354","9500.0","8479.0","8687","425"
"448497","ITT Technical Institute-Maumee","OH","3","1","974","5336","0.370388079","0.8793","12667.0","11834.0","71736","219"
"448673","Rasmussen College-Illinois","IL","3","1","340","2247","0.292676016","0.8645","9500.0","7596.0","21520","1791"
"15468802","Baker University School of Professional and Graduate Studies and Graduate School of Education","KS","0","1","53","950","0.539660057","","19843.0","20000.0","1286",""
"441317","Eli Whitney Technical High School","CT","1","3","","","","0.0","","","","41"
"441353","Windham Technical High School","CT","1","3","","","","0.0","","","","16"
"44098901","Texas Barber Colleges & Hairstyling Schools Branch Campus #1","TX","0","3","330","738","0.43923445","","8518.5","8787.0","1104",""
"44098902","Texas Barber Colleges & Hairstyling Schools Branch Campus #2","TX","0","3","330","738","0.43923445","","8518.5","8787.0","1104",""
"23693903","Washington State University-Tri Cities","WA","0","1","526","5738","0.515488483","","14060.0","14000.0","10358",""
"24366501","University of the Virgin Islands-Albert A. Sheen","VI","0","1","87","452","0.180438449","","5500.0","5500.0","794",""
"38561901","Everglades University-Orlando","FL","0","1","129","482","0.452006981","","20000.0","22938.0","1045",""
"40884401","Florida National University-South Campus","FL","0","1","393","2268","0.357916452","","15764.0","17465.0","2202",""
