"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"228200","South Texas Vocational Technical Institute-Weslaco","TX","1","3","207","1027","0.682345361","0.7855","9500.0","7306.0","1048","316"
"229832","Western Texas College","TX","2","2","34","345","0.168975069","0.0717","4750.0","5500.0","366","675"
"229300","The University of Texas Health Science Center at Houston","TX","4","1","","293","0.665306122","0.8028","15000.0","16500.0","574","701"
"238786","Gill-Tech Academy of Hair Design","WI","1","2","","94","0.572916667","0.3333","","","115","113"
"238980","Lakeland University","WI","4","1","61","826","0.345454546","0.6363","16312.0","13750.0","1531","2449"
"238616","Concordia University-Wisconsin","WI","4","1","72","1250","0.345335516","0.678","13998.5","11102.0","3004","4322"
"238759","Gateway Technical College","WI","2","2","293","1464","0.288870363","0.4607","5769.0","3905.0","5038","7295"
"239220","Mid-State Technical College","WI","2","2","99","966","0.362658847","0.4557","4909.5","5500.0","1796","2619"
"238661","Edgewood College","WI","4","1","50","707","0.550515464","0.748","17750.0","17733.5","1173","1914"
"239080","Marian University","WI","4","1","38","707","0.466786356","0.6489","21300.0","15727.5","1157","1676"
"239008","Lakeshore Technical College","WI","2","2","74","661","0.459704881","0.3534","5885.5","4500.0","1245","2255"
"239071","Maranatha Baptist University","WI","4","1","28","300","0.443902439","0.6932","10000.0","10250.0","382","780"
"237561","Monongalia County Technical Education Center","WV","1","3","","53","","0.0","","","","84"
"237570","Morgantown Beauty College Inc","WV","1","2","","76","0.644067797","0.8835","","","108","68"
"237598","Mountain State College","WV","2","2","38","88","0.333333333","0.8301","18299.0","9500.0","209","153"
"233019","Patrick Henry Community College","VA","2","2","186","710","0.244976077","0.0","","","","2325"
"232797","American National University","VA","4","1","839","2936","0.2461879","0.7535","11611.0","9500.0","4033","1804"
"232566","Longwood University","VA","4","1","54","1164","0.475694444","0.5385","19351.0","15000.0","1745","4357"
"232016","Centura College-Virginia Beach","VA","3","1","835","2109","0.291399663","0.434","14750.0","16259.5","2325","477"
"234164","Virginia Union University","VA","4","1","43","462","0.256651017","0.8698","12900.0","11125.0","1077","1359"
"234173","Virginia Wesleyan College","VA","3","1","53","533","0.472019465","0.6506","14000.0","11375.0","802","1436"
"231882","Danville Community College","VA","2","2","196","809","0.242248062","0.0826","3500.0","3500.0","602","2493"
"233356","Bon Secours Memorial College of Nursing","VA","3","1","","176","0.679611651","0.7448","","","136","408"
"233903","Virginia Highlands Community College","VA","2","2","128","519","0.2","0.0","","","","1689"
"233082","Southside Regional Medical Center Professional Schools","VA","2","2","","98","0.428571429","0.6378","11334.0","15815.0","130","63"
"233329","Fortis College-Norfolk","VA","2","2","83","515","0.632603406","0.8993","9499.0","6896.0","1605","291"
"231873","Dabney S Lancaster Community College","VA","2","2","55","319","0.163204748","0.1538","5250.0","4750.0","316","787"
"232308","Hollins University","VA","4","1","32","249","0.454148472","0.7015","","","363","568"
"236230","Pacific Lutheran University","WA","4","1","85","1061","0.623501199","0.644","21800.0","20062.0","1552","3062"
"236887","Walla Walla Community College","WA","2","2","213","949","0.349480969","0.1923","8175.0","6500.0","1470","2715"
"236595","Seattle University","WA","4","1","123","1340","0.751521298","0.5757","22476.5","21316.0","2159","4595"
"236656","South Puget Sound Community College","WA","2","2","225","950","0.167701863","0.1223","5131.0","5183.0","1130","3284"
"235671","Bates Technical College","WA","2","2","205","579","0.031539889","0.1094","5500.0","4750.0","782","1091"
"236382","Renton Technical College","WA","2","1","145","536","0.232309746","0.1196","5500.0","6000.0","693","1281"
"236072","North Seattle College","WA","3","1","171","553","0.044619423","0.0012","3348.5","3875.0","121","2752"
"235422","Heritage University","WA","4","1","54","319","0.299295775","0.7839","20875.0","12500.0","694","842"
"235583","Gene Juarez Academy of Beauty-Mountlake Terrace","WA","1","3","120","508","0.612844037","0.6863","10553.0","10555.0","734","230"
"234191","Wards Corner Beauty Academy-Norfolk","VA","1","3","44","150","0.305882353","1.0","9477.0","10336.0","249","152"
"234225","Washington County Adult Skill Center","VA","1","3","26","86","","0.0","","","","81"
"234650","Evergreen Beauty and Barber College-Bellevue","WA","1","3","","","0.8","0.4798","","","156","100"
"232919","Tidewater Tech-Trades","VA","1","3","73","215","0.594871795","0.5851","9500.0","9500.0","580","310"
"232946","Northern Virginia Community College","VA","2","2","727","4665","0.212971542","0.166","5500.0","5500.0","12682","44592"
"240055","University of Wisconsin Colleges","WI","3","2","394","4046","0.212984055","0.3782","5500.0","5500.0","7629","11827"
"239248","Milwaukee Area Technical College","WI","2","2","694","4386","0.165068851","0.5296","5000.0","4750.0","12810","16170"
"208026","Indian Capital Technology Center-Tahlequah","OK","1","2","105","281","0.087912088","0.0","","","","229"
"203614","O C Collins Career Center","OH","1","2","52","320","0.550522648","0.6045","9500.0","7846.5","422","407"
"413176","Fayette Institute of Technology","WV","1","3","","","","0.0","","","","43"
"405058","Yeshivas Novominsk","NY","0","1","","","","0.0","","","","118"
"365374","Canadian Valley Technology Center","OK","1","3","46","173","0.075396825","0.0","","","","360"
"417682","Cass Career Center","MO","1","3","","","","0.7","","","44","28"
