"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"450067","Fortis College-Cincinnati","OH","2","2","437","2398","0.6019519","1.0","9500.0","9500.0","4616","501"
"450128","Blue Cliff College-Alexandria","LA","2","2","93","375","0.552268245","0.9855","7035.0","5975.0","2692","231"
"450191","Virginia College-Biloxi","MS","2","2","2241","8792","0.321583447","0.7938","9500.0","9500.0","29763","470"
"450580","Empire Beauty School-Lisle","IL","1","3","101","320","0.496363636","0.6265","5935.0","4822.5","1341","88"
"450605","Empire Beauty School-North Hills","PA","1","3","131","489","0.471428571","0.633","6222.0","6837.0","1404","127"
"450632","Lexington Healing Arts Academy","KY","1","3","","","0.772151899","0.6891","7389.0","7125.0","147","154"
"450650","The Institute of Beauty and Wellness","WI","1","2","","","0.894736842","0.7603","7917.0","9000.0","269","225"
"450720","Euphoria Institute of Beauty Arts & Sciences-Summerlin","NV","1","2","1037","4058","0.553614125","0.7862","7751.0","6800.0","4746","142"
"450784","Regency Beauty Institute-Lakewood","CO","1","2","431","2466","0.504464286","0.7625","9357.0","9500.0","11714","81"
"450793","Regency Beauty Institute-Westminster","CO","1","2","431","2466","0.504464286","0.724","9357.0","9500.0","11714","114"
"450809","Regency Beauty Institute-Avon","IN","1","3","431","2466","0.504464286","0.7532","9357.0","9500.0","11714","41"
"450863","Regency Beauty Institute-Tri-County","OH","1","3","431","2466","0.504464286","0.8632","9357.0","9500.0","11714","46"
"450456","University of Phoenix-Alabama","AL","4","1","40061","185887","0.182380398","0.7092","9500.0","9500.0","285765","271"
"450526","Argosy University-Inland Empire","CA","4","1","560","2587","0.116635839","0.7757","6569.0","6334.0","29626","387"
"450571","Rasmussen College-Wisconsin","WI","3","1","340","2247","0.292676016","0.8606","9500.0","7596.0","21520","1491"
"450252","ITT Technical Institute-Mobile","AL","3","1","974","5336","0.370388079","0.8448","12667.0","11834.0","71736","690"
"450261","ITT Technical Institute-Chattanooga","TN","3","1","974","5336","0.370388079","0.8376","12667.0","11834.0","71736","206"
"450429","Broadview University-Layton","UT","3","1","130","672","0.305068226","0.7555","14069.0","7398.0","1136","155"
"450447","International Academy of Design and Technology-Sacramento","CA","3","1","1005","4770","0.29770849","0.9371","15042.0","12931.0","6956","194"
"450225","ITT Technical Institute-Columbia","SC","3","1","974","5336","0.370388079","0.6998","12667.0","11834.0","71736","357"
"450243","ITT Technical Institute-Atlanta","GA","3","1","974","5336","0.370388079","0.7856","12667.0","11834.0","71736","483"
"450207","ITT Technical Institute-St Petersburg","FL","3","1","974","5336","0.370388079","0.7561","12667.0","11834.0","71736","230"
"11046802","Alliant International University-Los Angeles","CA","0","1","43","428","0.783333333","","2000.0","4000.0","682",""
"11046805","Alliant International University-Sacramento","CA","0","1","43","428","0.783333333","","2000.0","4000.0","682",""
"180090","Crevier's Academy of Cosmetology Arts","MT","1","2","","","0.676470588","0.4865","","","96","83"
"238573","Columbia College of Nursing","WI","3","1","","","","0.9938","","","135","157"
"134529","Hollywood Institute of Beauty Careers","FL","1","3","","","0.215","0.8262","4802.0","5070.0","774","73"
"460552","Finger Lakes School of Massage","NY","1","3","","","0.466666667","0.5411","9500.0","9500.0","362","56"
"460695","Ridley-Lowell Business & Technical Institute-Danbury","CT","1","3","104","413","0.590192645","0.4535","9123.0","9636.0","1307","176"
"460738","American Sentinel University","CO","4","1","","","0.753623188","0.1823","12122.0","10345.0","568","2328"
"460756","Hawaii Medical College","HI","1","2","","","","0.3342","9500.0","4750.0","419","22"
"460774","Virginia College-Baton Rouge","LA","2","2","2241","8792","0.321583447","0.8232","9500.0","9500.0","29763","600"
"460808","College of Massage Therapy","ID","1","3","","","","0.7255","","","22","12"
"460826","Miller-Motte Technical College-Augusta","GA","2","2","730","2889","0.381311228","0.9005","9500.0","8479.0","8687","485"
"460835","Miller-Motte Technical College-Conway","SC","2","2","202","854","0.416706444","0.8999","9500.0","9480.0","5337","752"
"460853","Virginia College-Spartanburg","SC","2","1","2241","8792","0.321583447","0.8003","9500.0","9500.0","29763","495"
"460871","Chamberlain College of Nursing-Virginia","VA","3","1","120","2104","0.521189417","0.842","17750.0","15625.0","12901","363"
"460899","Stevens-Henager College","ID","3","1","388","1760","0.338642659","0.7992","9500.0","6498.0","10418","170"
"460914","Penrose Academy","AZ","1","3","","","","0.5676","","","258","177"
"460923","Virginia College-Richmond","VA","2","2","2241","8792","0.321583447","0.7631","9500.0","9500.0","29763","506"
"460950","Body Therapy Institute","NC","1","3","","","","0.71","6967.0","6967.0","90","64"
"460996","The Salon Professional Academy-St Charles","MO","1","3","","","","0.4184","","","131","100"
"461157","The Collective School Of Music","NY","1","2","","","","0.0","","","","50"
"461218","Institute of Medical Careers","PA","2","2","","","","0.65","","","52","54"
"461227","Toni & Guy Hairdressing Academy-Modesto","CA","1","3","","","","0.6","","","103","47"
"461342","Acaydia School of Aesthetics","UT","1","3","","","","0.359","","","38","13"
"461351","Manhattan Institute","NY","1","3","","","","0.0358","","","94","1135"
"461360","Cosmetic Arts Institute","SC","1","3","","","","0.6883","","","63","34"
"461379","Holistic Massage Training Institute","MD","1","3","","","","0.8182","","","23","18"
"461388","Diamonds Cosmetology College","TX","1","3","","","","0.6824","","","87","41"
"461397","Tramy Beauty School","CA","1","3","","","","0.0","","","","270"
"461421","Paul Mitchell the School-St Louis","MO","1","3","","","","0.5925","12110.0","16500.0","256","225"
"461449","Cosmopolitan Beauty and Tech School","VA","1","3","","","","0.1071","","","46","110"
"461476","Salon 496 Barber Academy","SC","1","3","","","","0.377","","","35","30"
"461537","Cosmetology College of Franklin County","MO","1","3","","","","0.9667","","","29","25"
"461564","Nashville Barber and Style Academy","TN","1","3","","","","0.9043","9500.0","6311.5","83","59"
"461607","Elite Cosmetology School","CA","1","3","","","","0.5612","","","93","90"
"461625","American Technical Institute","PR","1","3","","","","0.0","","","","6"
"461643","Bergin University of Canine Studies","CA","4","1","","","","0.5217","","","11","32"
